Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,SC,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,ST,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,161514
,ST,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,161514
,BCA,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCA,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCB,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCB,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCC,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCC,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCD,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,172821
,BCD,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,172821
,BCE,Male,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,BCE,Female,AU,Local,None,CHKN,"CHAITANYA INST. OF SCI. AND
TECHNOLOGY",ECE,134603
,OC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,60948
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,60948
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,152535
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,165829
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,152845
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,163514
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,139040
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,139040
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,138243
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,138243
,BCC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,60948
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,60948
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,81486
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,81486
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,85131
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,85131
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,63537
,OC_EWS,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSD,54662
,OC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,60668
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,60668
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,165097
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,165510
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,170081
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,170081
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,126170
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,126170
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,101635
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,142146
,BCC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,97437
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,99981
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,84106
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,91563
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,174647
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,174647
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,69518
,OC_EWS,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSE,61536
,OC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,64867
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,64867
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,167268
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,167268
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,130982
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,157107
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,129790
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,129790
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,138350
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,153820
,BCC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,64867
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,64867
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,70178
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,70178
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,68266
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,68266
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,47032
,OC_EWS,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,CSM,49124
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,53135
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,171228
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,177787
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,90349
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,145106
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,135193
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,135193
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,97764
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,160879
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,53135
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,91042
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,102188
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,151297
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,151297
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,73885
,OC_EWS,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,ECE,50097
,OC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,82739
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,82739
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,169745
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,172117
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,177286
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,177286
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,169276
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,174123
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,151052
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,154619
,BCC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,82739
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,86157
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,89694
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,113972
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,108682
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,108682
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,88633
,OC_EWS,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,INF,56284
,OC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,91022
,OC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,91022
,SC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,143288
,SC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,171814
,ST,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,159616
,ST,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,159616
,BCA,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,175927
,BCA,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,175927
,BCB,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,174611
,BCB,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,174814
,BCC,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,170001
,BCC,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,170001
,BCD,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,168458
,BCD,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,173528
,BCE,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,132309
,BCE,Female,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,158763
,OC_EWS,Male,AU,Local,None,GIET,GIET ENGINEERING COLLEGE,MEC,111161
,OC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,59107
,OC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,59107
,SC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,165928
,SC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,176291
,ST,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,170932
,ST,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,177770
,BCA,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,134684
,BCA,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,144126
,BCB,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,101953
,BCB,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,101953
,BCC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,86256
,BCC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,86256
,BCD,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,96463
,BCD,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,96463
,BCE,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,133901
,BCE,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,156221
,OC_EWS,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,78991
,OC_EWS,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,78843
,OC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,73985
,OC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,73985
,SC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,174725
,SC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,174725
,ST,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,90522
,ST,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,90522
,BCA,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,124473
,BCA,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,154040
,BCB,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,118012
,BCB,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,118012
,BCC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,104856
,BCC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,104856
,BCD,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,113024
,BCD,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,116708
,BCE,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,135506
,BCE,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,135506
,OC_EWS,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,80295
,OC_EWS,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,81446
,OC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,57918
,OC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,57918
,SC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,164698
,SC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,173757
,ST,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,172577
,ST,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,172577
,BCA,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,146176
,BCA,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,146176
,BCB,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,110188
,BCB,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,110188
,BCC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,57918
,BCC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,57918
,BCD,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,110671
,BCD,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,115645
,BCE,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,115840
,BCE,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,115840
,OC_EWS,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,82387
,OC_EWS,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,85541
,OC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,113733
,OC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,SC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,169172
,SC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,ST,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,143922
,ST,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,BCA,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,160226
,BCA,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,BCB,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170351
,BCB,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,BCC,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,113733
,BCC,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,BCD,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,161721
,BCD,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,BCE,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,113733
,BCE,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,170543
,OC_EWS,Male,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,133196
,OC_EWS,Female,AU,Local,None,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,149140
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AGR,137018
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,155850
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,173801
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,155850
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,175646
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,176721
,BCC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,155850
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,157868
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,155850
,OC_EWS,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",AIM,166519
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,140950
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,164620
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,142037
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,158505
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,176233
,BCC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,166943
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,168884
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,173144
,OC_EWS,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CAI,160511
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,91496
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,175331
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,177498
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,171979
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,174227
,BCC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,109785
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,131921
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,174865
,OC_EWS,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",CSE,151916
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,150739
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,175903
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,155957
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,173906
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,150739
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,173876
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,159469
,OC_EWS,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",DS,154787
,OC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,135402
,SC,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,174564
,ST,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,160206
,BCA,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,166655
,BCB,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,174656
,BCD,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,149181
,BCE,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,135402
,OC_EWS,Female,AU,Local,None,ISTS,"INTERNATIONAL SCHOOL OF TECH
AND SCI FOR WOMEN",ECE,143420
,OC,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,142070
,OC,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,158739
,SC,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,170134
,SC,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,170134
,ST,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,172423
,ST,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,172423
,BCA,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,169919
,BCA,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,169919
,BCB,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,145400
,BCB,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,158739
,BCC,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,142070
,BCC,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,158739
,BCD,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,142070
,BCD,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,158739
,BCE,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,142070
,BCE,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,158739
,OC_EWS,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,172502
,OC_EWS,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",AIM,159058
,OC,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,151131
,OC,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,151131
,SC,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,177512
,SC,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,177512
,ST,Male,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,151131
,ST,Female,AU,Local,None,ISTSOC,"INTERNATIONAL SCHOOL OF TECH
AND SCI -OFF CAMPUS",CSE,151131
