Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,SC,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,168196
,SC,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,168196
,ST,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,80332
,BC-A,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,123954
,BC-A,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,123954
,BC-B,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,116353
,BC-B,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,116353
,BC-D,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,75171
,BC-D,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,109588
,BC-E,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,124724
,BC-E,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,124724
,EWS,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",CSE,141410
,OC,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,82065
,OC,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,148223
,SC,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,168616
,SC,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,168616
,ST,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,155533
,BC-A,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,153793
,BC-A,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,153793
,BC-B,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,167653
,BC-B,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,167653
,BC-D,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,155731
,BC-D,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,155731
,BC-E,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,82065
,BC-E,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,148223
,EWS,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",ECE,138345
,OC,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,142170
,OC,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,149954
,SC,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,170826
,SC,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,170826
,ST,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,172833
,BC-A,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,142170
,BC-A,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,149954
,BC-B,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,142170
,BC-B,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,149954
,BC-D,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,142170
,BC-D,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,149954
,BC-E,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,142170
,BC-E,Female,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,149954
,EWS,Male,AU,,None,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",MEC,112004
,OC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,OC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,SC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,146025
,SC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,146025
,ST,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-A,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-A,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-B,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-B,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-D,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-D,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-E,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,BC-E,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CIV,102805
,OC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,83871
,OC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,83871
,SC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,171077
,SC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,172269
,ST,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,83871
,BC-A,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,140130
,BC-A,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,140130
,BC-B,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,161802
,BC-B,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,161802
,BC-D,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,142331
,BC-D,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,165249
,BC-E,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,164430
,BC-E,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,164430
,EWS,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,CSE,104002
,OC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,OC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,SC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,SC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,ST,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,162658
,BC-A,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-A,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-B,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-B,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-D,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-D,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-E,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,BC-E,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,ECE,153779
,OC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,76611
,OC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,SC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,76611
,SC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,ST,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,BC-A,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,131174
,BC-A,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,131174
,BC-B,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,76611
,BC-B,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,BC-D,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,76611
,BC-D,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,BC-E,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,76611
,BC-E,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,86590
,EWS,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,EEE,120734
,OC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,OC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,SC,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,SC,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,ST,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-A,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-A,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-B,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-B,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-D,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-D,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-E,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,BC-E,Female,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,167340
,EWS,Male,AU,,None,LENO,LENORA COLLEGE OF ENGINEERING,MEC,109157
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,27913
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,29152
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,172768
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,172768
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,81109
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,84400
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,84400
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,55108
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,75577
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,41225
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,41225
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,123928
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,123928
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CAI,29292
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,155945
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,156584
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,173282
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,173282
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,156584
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,155945
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,156584
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,155945
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,156584
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,166955
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,167348
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,167396
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,167396
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CIV,107167
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,22807
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,23835
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,113429
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,171847
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,171946
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,63505
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,63840
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,39698
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,47264
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,33965
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,36629
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,104335
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,104335
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSD,22993
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,10942
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,13509
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,41033
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,41033
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,170889
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,19363
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,33334
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,18403
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,18403
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,24357
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,24357
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,28055
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,94357
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSE,14283
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,21941
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,23578
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,105925
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,170854
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,147494
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,55485
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,55485
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,36476
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,36476
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,33358
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,33358
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,72275
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,135265
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,CSM,25399
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,32934
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,32934
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,149423
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,170843
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,172800
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,71567
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,79137
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,67618
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,77819
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,61509
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,61509
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,158285
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,164536
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,ECE,36285
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,85317
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,85317
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,172669
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,172669
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,86291
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,119499
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,160158
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,114712
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,116056
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,86340
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,94775
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,123858
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,137183
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,EEE,85603
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,19838
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,33045
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,114459
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,114459
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,170657
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,48101
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,129328
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,43906
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,43906
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,22623
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,44336
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,124969
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,124969
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,INF,27172
,OC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,129338
,OC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,143817
,SC,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,171988
,SC,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,171988
,ST,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,143817
,BC-A,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,168396
,BC-A,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,168396
,BC-B,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,168478
,BC-B,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,168478
,BC-D,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,166906
,BC-D,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,166906
,BC-E,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,147383
,BC-E,Female,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,147383
,EWS,Male,AU,,None,PRAG,PRAGATI ENGINEERING COLLEGE,MEC,126248
,OC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,OC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,SC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,144540
,SC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,144540
,ST,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-A,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-A,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-B,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-B,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-D,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-D,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-E,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,BC-E,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,65864
,OC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,87649
,OC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,104987
,SC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,131002
,SC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,145882
,ST,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,131002
,BC-A,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,163578
,BC-A,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,163578
,BC-B,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,124542
,BC-B,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,126411
,BC-D,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,134064
,BC-D,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,148134
,BC-E,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,121475
,BC-E,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,121475
,EWS,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,150105
,OC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,OC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,SC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,SC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173517
,ST,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-A,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-A,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-B,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-B,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-D,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-D,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-E,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,BC-E,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,173082
,EWS,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,132493
,OC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,OC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,SC,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,SC,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,ST,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,169857
,BC-A,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-A,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-B,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-B,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-D,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-D,Female,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
,BC-E,Male,AU,,None,PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,166876
