Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,BC-D,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSE,146377
,BC-E,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSE,146620
,BC-E,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSE,146620
,EWS,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSE,97034
,EWS,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSE,106709
,OC,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,113257
,OC,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,122076
,SC,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,137802
,SC,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,137802
,ST,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,113257
,ST,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,122076
,BC-A,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,139391
,BC-A,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,139391
,BC-B,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,136844
,BC-B,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,142661
,BC-D,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,119957
,BC-D,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,122076
,BC-E,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,113257
,BC-E,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,122076
,EWS,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,129723
,EWS,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",CSM,91813
,OC,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,OC,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,SC,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,SC,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,130456
,ST,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,ST,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,BC-A,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,BC-A,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,BC-B,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,131567
,BC-B,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,131567
,BC-D,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,148288
,BC-D,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,148288
,BC-E,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,BC-E,Female,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,122184
,EWS,Male,AU,Local,None,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",ECE,144416
,OC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,114604
,OC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,114604
,SC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,150809
,SC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,150809
,ST,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,114604
,ST,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,114604
,BC-A,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,146652
,BC-A,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,146652
,BC-B,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,135569
,BC-B,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,147985
,BC-D,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,147548
,BC-D,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,149596
,BC-E,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,134052
,BC-E,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,140838
,EWS,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,100543
,EWS,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",AIM,96301
,OC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,OC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,SC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,SC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,146035
,ST,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,ST,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-A,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-A,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-B,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-B,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-D,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-D,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-E,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,BC-E,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,145724
,EWS,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CIV,138234
,OC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,56852
,OC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,56852
,SC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,129431
,SC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,129431
,ST,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,140100
,ST,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,140100
,BC-A,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,136236
,BC-A,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,136236
,BC-B,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,93441
,BC-B,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,93441
,BC-D,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,114618
,BC-D,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,114618
,BC-E,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,92075
,BC-E,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,120044
,EWS,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,73907
,EWS,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",CSE,72656
,OC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,101154
,OC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,103270
,SC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,145582
,SC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,151051
,ST,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,115172
,ST,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,115172
,BC-A,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,149702
,BC-A,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,149702
,BC-B,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,133447
,BC-B,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,145047
,BC-D,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,125006
,BC-D,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,125006
,BC-E,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,128030
,BC-E,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,135136
,EWS,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,105586
,EWS,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",ECE,95199
,OC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,122279
,OC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,122279
,SC,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,143541
,SC,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,143541
,ST,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,122279
,ST,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,122279
,BC-A,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,136700
,BC-A,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,136700
,BC-B,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,149101
,BC-B,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,149101
,BC-D,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,142488
,BC-D,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,146235
,BC-E,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,122279
,BC-E,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,147413
,EWS,Male,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,136329
,EWS,Female,AU,Local,None,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",EEE,129156
,OC,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,OC,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,SC,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,SC,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,ST,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,ST,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-A,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-A,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-B,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-B,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-D,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-D,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-E,Male,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,BC-E,Female,AU,Local,None,VJCP,V JS COLLEGE OF PHARMACY,PHM,129359
,OC,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,OC,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,SC,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151758
,SC,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151758
,ST,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151766
,ST,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151766
,BC-A,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,BC-A,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,BC-B,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151775
,BC-B,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151775
,BC-D,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,BC-D,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,BC-E,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,BC-E,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHD,151745
,OC,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,OC,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,SC,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,SC,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,ST,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,ST,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,BC-A,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,BC-A,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,BC-B,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,BC-B,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,BC-D,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,BC-D,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,BC-E,Male,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,97046
,BC-E,Female,AU,Local,None,VKSR,VIKAS INST. OF PHARM.SCI.,PHM,130401
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,131725
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,135811
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,131725
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,131725
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,145601
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,145601
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,131725
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,131725
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,137960
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,150080
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,124587
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,127715
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,150790
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,150790
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,124587
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,150303
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,146810
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,146810
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,124587
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,127715
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,136539
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,136539
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,148541
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,148541
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,95012
,EWS,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,103814
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,65255
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,96021
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,134487
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,149419
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,135461
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,135461
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,113170
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,113170
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,101532
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,101532
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,121696
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,121696
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,113825
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,129660
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,75390
,EWS,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,77500
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,88364
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,88364
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,146335
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,149799
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,101800
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,101800
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,140497
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,140497
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,109553
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,114232
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,129395
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,129395
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,144639
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,144639
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,102560
,EWS,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,84937
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,97334
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,119993
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,151447
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,151447
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,142170
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,142170
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,130452
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,142406
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,130596
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,150540
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,147083
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,147083
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,130391
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,130391
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,110810
,EWS,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,124585
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142817
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,147879
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,144787
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,148241
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,146317
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,149447
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,149447
,BC-E,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,BC-E,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,142329
,EWS,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,129544
,EWS,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,132873
,OC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,OC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,SC,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,SC,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,ST,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,ST,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-A,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-A,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-B,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-B,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-D,Male,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
,BC-D,Female,AU,Local,None,VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,141957
